A Number,B Number,IMSI,IMEI,Start Time,INBOUND_OUTBOUND_IND,Call_Network_Volume,Latitude,Longitude,CALL_TYPE,Location
923310000000,933402000000,11111000000000,35555300000000,02/05/2022 1:08,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,02/05/2022 14:10,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,02/05/2022 16:20,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,02/05/2022 1:00,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,03/05/2022 9:29,INCOMING,22,36.679,53.45343,CALL,Haali Road - Siwahgarh
923310000000,933402000000,11111000000000,35555300000000,03/05/2022 10:37,INCOMING,20,36.679,53.45343,CALL,Haali Road - Siwahgarh
923310000000,923004000000,11111000000000,35555300000000,03/05/2022 11:38,OUTGOING,87,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,03/05/2022 15:18,OUTGOING,151,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,923068000000,11111000000000,35555300000000,03/05/2022 9:58,OUTGOING,14,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,03/05/2022 11:56,INCOMING,26,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,03/05/2022 20:22,INCOMING,35,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,03/05/2022 16:02,INCOMING,21,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,03/05/2022 9:03,INCOMING,25,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,03/05/2022 11:03,INCOMING,15,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,03/05/2022 19:55,INCOMING,174,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,03/05/2022 11:13,INCOMING,37,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,03/05/2022 10:54,INCOMING,11,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,03/05/2022 14:50,INCOMING,14,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,03/05/2022 15:33,INCOMING,24,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,03/05/2022 9:26,INCOMING,57,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,03/05/2022 10:18,DATA,0,37.6733,53.46314,GPRS,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,03/05/2022 0:18,DATA,0,36.679,53.45343,GPRS,Haali Road - Siwahgarh
923310000000,internet,11111000000000,35555300000000,03/05/2022 22:15,DATA,0,37.6734,53.45242,GPRS,"Colvin Road kruzeta, "
923310000000,933402000000,11111000000000,35555300000000,03/05/2022 15:21,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,03/05/2022 10:55,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,03/05/2022 9:58,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,03/05/2022 11:40,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 20:37,INCOMING,0,37.6734,53.45242,SMS,"Colvin Road kruzeta, "
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 12:05,INCOMING,19,35.67676,53.46877,CALL,Sulaem Center Zuker street
923310000000,923004000000,11111000000000,35555300000000,04/05/2022 20:36,OUTGOING,44,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933657000000,11111000000000,35555300000000,04/05/2022 16:59,OUTGOING,12,36.679,53.45343,CALL,Haali Road - Siwahgarh
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 16:59,INCOMING,0,36.679,53.45343,SMS,Haali Road - Siwahgarh
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 15:35,INCOMING,13,37.6855,53.4622,CALL,Township  Road Trench
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 12:06,INCOMING,53,37.6855,53.4622,CALL,Township  Road Trench
923310000000,923158000000,11111000000000,35555300000000,04/05/2022 16:33,OUTGOING,25,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,923178000000,11111000000000,35555300000000,04/05/2022 20:54,OUTGOING,69,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,923331000000,11111000000000,35555300000000,04/05/2022 17:16,OUTGOING,28,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,923412000000,11111000000000,35555300000000,04/05/2022 19:40,OUTGOING,61,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,923482000000,11111000000000,35555300000000,04/05/2022 16:35,OUTGOING,57,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,923492000000,11111000000000,35555300000000,04/05/2022 18:05,OUTGOING,180,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,923331000000,11111000000000,35555300000000,04/05/2022 19:22,OUTGOING,26,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 18:09,INCOMING,73,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 9:55,INCOMING,19,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 17:11,INCOMING,44,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 19:50,INCOMING,25,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 16:36,INCOMING,0,37.6733,53.46314,SMS,River Dale Road kruzeta
923310000000,923218000000,11111000000000,35555300000000,04/05/2022 20:30,OUTGOING,34,35.65357,53.48444,CALL,Shanghai Street 34 bolder boulevard
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 21:31,INCOMING,26,35.68639,53.4558,CALL,22 Baker Street East Wakanda
923310000000,internet,11111000000000,35555300000000,04/05/2022 0:15,DATA,0,37.6734,53.45242,GPRS,"Colvin Road kruzeta, "
923310000000,internet,11111000000000,35555300000000,04/05/2022 3:46,DATA,0,37.6734,53.45242,GPRS,"Colvin Road kruzeta, "
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 18:09,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 18:09,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 16:59,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 16:59,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 18:09,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 18:15,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 18:15,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 18:15,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 18:15,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 17:16,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,04/05/2022 16:33,INCOMING,0,,,SMS,
923310000000,923004000000,11111000000000,35555300000000,05/05/2022 11:08,OUTGOING,24,36.679,53.45343,CALL,Haali Road - Siwahgarh
923310000000,923218000000,11111000000000,35555300000000,05/05/2022 15:49,OUTGOING,14,37.6855,53.4622,CALL,Township  Road Trench
923310000000,933402000000,11111000000000,35555300000000,05/05/2022 13:19,INCOMING,80,37.6855,53.4622,CALL,Township  Road Trench
923310000000,97912823317,11111000000000,35555300000000,05/05/2022 12:57,OUTGOING,39,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,923218000000,11111000000000,35555300000000,05/05/2022 13:23,OUTGOING,38,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,923004000000,11111000000000,35555300000000,05/05/2022 10:48,OUTGOING,16,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,923004000000,11111000000000,35555300000000,05/05/2022 11:09,OUTGOING,16,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,923122000000,11111000000000,35555300000000,05/05/2022 14:36,OUTGOING,13,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,923004000000,11111000000000,35555300000000,05/05/2022 10:45,OUTGOING,35,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,05/05/2022 14:25,INCOMING,18,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,05/05/2022 11:47,INCOMING,26,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,05/05/2022 14:22,INCOMING,50,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,05/05/2022 10:49,INCOMING,0,37.6733,53.46314,SMS,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,05/05/2022 10:45,INCOMING,0,37.6733,53.46314,SMS,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,05/05/2022 11:09,INCOMING,0,37.6733,53.46314,SMS,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,05/05/2022 0:46,DATA,0,36.679,53.45343,GPRS,Nirvana Road 567 hugh town
923310000000,internet,11111000000000,35555300000000,05/05/2022 3:47,DATA,0,35.64573,53.48443,GPRS,Memphis Road 35 callgr boulevard
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 10:47,INCOMING,14,37.6855,53.4622,CALL,Township  Road Trench
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 7:48,INCOMING,41,35.63774,53.4452,CALL,Western Bypass Oliver Town
923310000000,933402000000,11111000000000,86665300000000,07/05/2022 21:29,INCOMING,17,35.63774,53.4452,CALL,Western Bypass Oliver Town
923310000000,923009000000,11111000000000,35555300000000,07/05/2022 10:11,OUTGOING,2,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 11:44,INCOMING,34,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 8:57,INCOMING,12,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 9:10,INCOMING,25,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 8:48,INCOMING,15,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 12:04,INCOMING,15,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 11:54,INCOMING,26,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 10:10,INCOMING,26,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 11:28,INCOMING,46,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 13:21,INCOMING,23,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 13:22,INCOMING,0,37.6733,53.46314,SMS,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 10:11,INCOMING,0,37.6733,53.46314,SMS,River Dale Road kruzeta
923310000000,923004000000,11111000000000,35555300000000,07/05/2022 7:42,OUTGOING,22,35.65357,53.48444,CALL,Shanghai Street 34 bolder boulevard
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 7:43,INCOMING,0,35.65357,53.48444,SMS,Shanghai Street 34 bolder boulevard
923310000000,internet,11111000000000,86665300000000,07/05/2022 11:45,DATA,0,37.6733,53.46314,GPRS,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,07/05/2022 0:27,DATA,0,37.6733,53.46314,GPRS,River Dale Road kruzeta
923310000000,internet,11111000000000,86665300000000,07/05/2022 13:03,DATA,0,37.6734,53.45242,GPRS,"Colvin Road kruzeta, "
923310000000,internet,11111000000000,35555300000000,07/05/2022 7:27,DATA,0,35.64573,53.48443,GPRS,Memphis Road 35 callgr boulevard
923310000000,internet,11111000000000,86665300000000,07/05/2022 11:44,DATA,0,,,GPRS,
923310000000,internet,11111000000000,86665300000000,07/05/2022 13:09,DATA,0,,,GPRS,
923310000000,internet,11111000000000,86665300000000,07/05/2022 11:52,DATA,0,,,GPRS,
923310000000,internet,11111000000000,86665300000000,07/05/2022 13:09,DATA,0,,,GPRS,
923310000000,internet,11111000000000,86665300000000,07/05/2022 11:44,DATA,0,,,GPRS,
923310000000,internet,11111000000000,86665300000000,07/05/2022 8:11,DATA,0,,,GPRS,
923310000000,internet,11111000000000,86665300000000,07/05/2022 11:34,DATA,0,,,GPRS,
923310000000,internet,11111000000000,86665300000000,07/05/2022 11:44,DATA,179026,,,GPRS,
923310000000,internet,11111000000000,86665300000000,07/05/2022 11:34,DATA,27530,,,GPRS,
923310000000,internet,11111000000000,86665300000000,07/05/2022 11:44,DATA,76162,,,GPRS,
923310000000,internet,11111000000000,86665300000000,07/05/2022 13:03,DATA,8168,,,GPRS,
923310000000,internet,11111000000000,86665300000000,07/05/2022 13:00,DATA,2492,,,GPRS,
923310000000,internet,11111000000000,86665300000000,07/05/2022 13:00,DATA,0,,,GPRS,
923310000000,internet,11111000000000,86665300000000,07/05/2022 13:00,DATA,0,,,GPRS,
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 11:45,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,86665300000000,07/05/2022 16:36,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 11:45,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 13:02,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 8:18,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 8:18,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 8:18,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 11:45,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 8:19,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 13:15,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 8:25,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,07/05/2022 8:25,INCOMING,0,,,SMS,
923310000000,923166000000,11111000000000,35555300000000,06/05/2022 18:03,OUTGOING,3,36.679,53.45343,CALL,Haali Road - Siwahgarh
923310000000,923166000000,11111000000000,35555300000000,06/05/2022 17:56,OUTGOING,27,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,923004000000,11111000000000,35555300000000,06/05/2022 17:15,OUTGOING,23,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,923499000000,11111000000000,35555300000000,06/05/2022 19:58,OUTGOING,15,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,06/05/2022 11:58,INCOMING,20,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,06/05/2022 14:52,INCOMING,7,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,06/05/2022 11:42,INCOMING,11,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,06/05/2022 10:04,INCOMING,17,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,06/05/2022 8:52,INCOMING,24,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,06/05/2022 19:57,INCOMING,16,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,06/05/2022 19:58,INCOMING,0,37.6733,53.46314,SMS,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,06/05/2022 17:57,INCOMING,0,37.6733,53.46314,SMS,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,06/05/2022 17:15,INCOMING,0,37.6733,53.46314,SMS,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,06/05/2022 3:47,DATA,0,37.6733,53.46314,GPRS,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,06/05/2022 0:47,DATA,0,37.6733,53.46314,GPRS,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,06/05/2022 13:20,DATA,0,36.679,53.45343,GPRS,Nirvana Road 567 hugh town
923310000000,933402000000,11111000000000,35555300000000,06/05/2022 11:38,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,06/05/2022 20:34,INCOMING,0,,,SMS,
923310000000,923196000000,11111000000000,86665300000000,08/05/2022 22:50,OUTGOING,17,35.63774,53.4452,CALL,Western Bypass Oliver Town
923310000000,923196000000,11111000000000,86665300000000,08/05/2022 22:53,OUTGOING,11,35.63774,53.4452,CALL,Western Bypass Oliver Town
923310000000,933402000000,11111000000000,86665300000000,08/05/2022 22:53,INCOMING,0,35.63774,53.4452,SMS,Western Bypass Oliver Town
923310000000,933402000000,11111000000000,86665300000000,08/05/2022 22:53,INCOMING,0,35.63774,53.4452,SMS,Western Bypass Oliver Town
923310000000,933402000000,11111000000000,86665300000000,08/05/2022 22:50,INCOMING,0,35.63774,53.4452,SMS,Western Bypass Oliver Town
923310000000,933402000000,11111000000000,86665300000000,08/05/2022 22:54,INCOMING,0,37.6734,53.45242,SMS,"Colvin Road kruzeta, "
923310000000,933402000000,11111000000000,86665300000000,08/05/2022 22:54,INCOMING,0,37.6734,53.45242,SMS,"Colvin Road kruzeta, "
923310000000,933402000000,11111000000000,86665300000000,08/05/2022 22:54,INCOMING,0,37.6734,53.45242,SMS,"Colvin Road kruzeta, "
923310000000,923004000000,11111000000000,86665300000000,08/05/2022 19:37,OUTGOING,60,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,923004000000,11111000000000,86665300000000,08/05/2022 13:01,OUTGOING,24,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,86665300000000,08/05/2022 14:14,INCOMING,22,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,86665300000000,08/05/2022 13:54,INCOMING,31,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,86665300000000,08/05/2022 8:33,INCOMING,25,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,86665300000000,08/05/2022 9:10,INCOMING,103,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,86665300000000,08/05/2022 18:12,INCOMING,87,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,86665300000000,08/05/2022 9:09,INCOMING,30,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,86665300000000,08/05/2022 18:33,INCOMING,17,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,86665300000000,08/05/2022 13:18,INCOMING,0,37.6733,53.46314,SMS,River Dale Road kruzeta
923310000000,933402000000,11111000000000,86665300000000,08/05/2022 13:01,INCOMING,0,37.6733,53.46314,SMS,River Dale Road kruzeta
923310000000,923122000000,11111000000000,86665300000000,08/05/2022 8:43,OUTGOING,10,35.67857,53.48022,CALL,Flower Town Potato Street
923310000000,933402000000,11111000000000,86665300000000,08/05/2022 11:15,INCOMING,41,35.67857,53.48022,CALL,Flower Town Potato Street
